0.2	62.6253973202	200.5132699123	379.3372489064	95.254680724	245.617170813	412.311827981
0.4	98.5117180212	365.6825224714	657.1707197024	149.108792099	406.006534827	396.129434762
0.6	146.1520669644	538.1391468922	642.9299000411	197.630203941	410.561367009	410.566088768
0.8	172.9065279259	616.0817364542	627.6924691329	234.767724696	415.745740873	420.146145687
1.0	212.6116763307	673.9546586449	535.3532923395	261.499318519	389.301883393	404.573788152
