0.2	1	1	0.7083333333	1	0.2136363636	0.0397727273
0.4	1	1	0.6456521739	0.7869565217	0.0358695652	0.0010869565
0.6	1	1	0.4282142857	0.3514285714	0.0028571429	0.0017857143
0.8	1	0.9186170213	0.3165780142	0.2404255319	0.0015957447	0.0018617021
1	1	0.8419491525	0.2292372881	0.1474576271	0.0059322034	0.001059322
