lexico  48.7096908887   34.060177654
random  50.593760103    19.2863752127
cost    34.8829434157   16.769655776
anti    48.0102195024   7.43135869502
cost+anti 31.4951933146  7.11774754525
opt     33.4436362028   8.38996973037

