0.2	0.0019378	0.0084033	0.1015531
0.4	0.0019266	0.0045601	0.093517
0.6	0.0019193	0.0031217	0.0927645
0.8	0.0019226	0.0023885	0.0867403
1	0.0019358	0.0019229	0.0448871
