0.2	0.9082633	0.894601	0.2160656
0.4	0.9075857	0.9029906	0.3705731
0.6	0.9051601	0.9053009	0.5378638
0.8	0.9065999	0.9047182	0.7334429
1	0.9048141	0.9073547	0.8534991
