0.2	139.7708609929	4.5952406028	3.9234238416
0.4	139.7708609929	5.8412749409	4.0422530437
0.6	139.7708609929	22.7312454492	6.6728806856
0.8	139.7708609929	26.2723862884	14.6035601891
1	139.7708609929	50.9317127069	50.9317127069
